3
800
27.691405253	65.7000732948	49.1684475156
33.1336777796	73.1566389809	-78.7014988004
32.0675154158	-96.9020656156	19.723437002
80.5252558073	-35.0283522852	-78.1411428005
-77.0793575938	-75.8476788993	-43.7089792539
-83.2792483459	-17.4334965788	85.5049855412
46.0815307951	-48.6496069644	35.6438360605
83.4595625644	13.3386593394	77.0451219192
97.5991461244	20.6031111379	-50.1057395024
-78.7434712958	66.8655779481	88.1768597791
99.3049404693	-52.6994335619	54.3561091321
68.4705857369	-86.9993511631	-49.6461981949
91.0166728495	11.827809655	45.8307990889
85.192452888	-46.8438947044	17.892470473
47.0123171091	91.9484747431	97.660855756
-97.3023596336	-94.625147622	-89.9276277553
58.2559636692	-13.5726029046	-9.97114806268
-90.8260467176	22.3814977846	-7.90657268076
-93.6110362248	32.957602349	24.2884877512
-76.2947547982	-37.6222567283	-22.0363110631
11.9688988638	40.732881423	86.8625091961
-84.4363570008	-44.1945517887	15.1267205644
84.8502123499	-73.5931240621	-89.0386305803
46.7400944903	-23.2190699189	-53.6142613392
-57.8629145792	-47.0646821941	-61.0021914709
-17.977779059	40.8799557965	73.1660696704
-30.8334937756	61.6015564531	4.05439793725
85.3294671431	17.6709930995	-34.7028073015
-54.973516859	96.8753451951	-95.125674417
96.4835415603	-86.8965651407	-12.6769673253
47.187830491	60.0327487578	41.4788257454
87.8467679901	20.3669458631	3.39400456314
-32.573712902	-75.9217426766	-71.5729399653
-52.0530771104	-88.1000094529	-90.7123790212
-12.245794696	38.1565929937	-93.8928094966
60.1670029622	65.5561799533	68.6534522598
-9.74804458196	95.7033758431	-29.4468779855
85.228912635	-38.3326804253	-98.4333078287
52.3023763746	82.154827361	1.84012143221
95.1466235827	-7.43298385577	0.627010252174
12.1975906024	72.6427561021	66.4132664055
-88.8544471265	84.6756311827	-41.5443402405
55.6906028824	-88.4776838242	91.7899540639
22.7694570757	90.0040428875	45.1351074067
45.0172564035	60.3466085547	63.105496543
-92.6772526384	-94.3894393639	-74.3765978561
-35.2616169994	-91.23229416	72.9066314311
18.6441074021	8.40601396758	-64.3381870697
-96.4496240666	-17.3677177579	68.4532787261
68.0498241833	-67.3818663866	97.6838341703
-80.2488208499	49.5702414702	-99.7059822604
-96.6885437083	-78.090119619	19.9250928892
-92.8494139845	-66.245976345	77.5551190703
